"rouge","#ab1239","rouge"
"royal blue","#0504aa","royal blue"
"royal purple","#4b006e","royal purple"
"royal","#0c1793","royal"
"ruby","#ca0147","ruby"
"russet","#a13905","russet"
"rust brown","#8b3103","rust brown"
"rust orange","#c45508","rust orange"
"rust red","#aa2704","rust red"
"rust","#a83c09","rust"
"rusty orange","#cd5909","rusty orange"
"rusty red","#af2f0d","rusty red"
"saffron","#feb209","saffron"
"sage green","#88b378","sage green"
"sage","#87ae73","sage"
"salmon pink","#fe7b7c","salmon pink"
"salmon","#ff796c","salmon"
"sand brown","#cba560","sand brown"
"sand yellow","#fce166","sand yellow"
"sand","#e2ca76","sand"
"sandstone","#c9ae74","sandstone"
"sandy brown","#c4a661","sandy brown"
"sandy yellow","#fdee73","sandy yellow"
"sandy","#f1da7a","sandy"
"sap green","#5c8b15","sap green"
"sapphire","#2138ab","sapphire"
"scarlet","#be0119","scarlet"
"sea blue","#047495","sea blue"
"sea green","#53fca1","sea green"
"sea","#3c9992","sea"
"seafoam blue","#78d1b6","seafoam blue"
"seafoam green","#7af9ab","seafoam green"
"seafoam","#80f9ad","seafoam"
"seaweed green","#35ad6b","seaweed green"
"seaweed","#18d17b","seaweed"
"sepia","#985e2b","sepia"
"shamrock green","#02c14d","shamrock green"
"shamrock","#01b44c","shamrock"
"shit brown","#7b5804","shit brown"
"shit green","#758000","shit green"
"shit","#7f5f00","shit"
"shocking pink","#fe02a2","shocking pink"
"sick green","#9db92c","sick green"
"sickly green","#94b21c","sickly green"
"sickly yellow","#d0e429","sickly yellow"
"sienna","#a9561e","sienna"
"silver","#c5c9c7","silver"
"sky blue","#75bbfd","sky blue"
"sky","#82cafc","sky"
"slate blue","#5b7c99","slate blue"
"slate green","#658d6d","slate green"
"slate grey","#59656d","slate grey"
"slate","#516572","slate"
"slime green","#99cc04","slime green"
"snot green","#9dc100","snot green"
"snot","#acbb0d","snot"
"soft blue","#6488ea","soft blue"
"soft green","#6fc276","soft green"
"soft pink","#fdb0c0","soft pink"
"soft purple","#a66fb5","soft purple"
"spearmint","#1ef876","spearmint"
"spring green","#a9f971","spring green"
"spruce","#0a5f38","spruce"
"squash","#f2ab15","squash"
"steel blue","#5a7d9a","steel blue"
"steel grey","#6f828a","steel grey"
"steel","#738595","steel"
"stone","#ada587","stone"
"stormy blue","#507b9c","stormy blue"
"straw","#fcf679","straw"
"strawberry","#fb2943","strawberry"
"strong blue","#0c06f7","strong blue"
"strong pink","#ff0789","strong pink"
"sun yellow","#ffdf22","sun yellow"
"sunflower yellow","#ffda03","sunflower yellow"
"sunflower","#ffc512","sunflower"
"sunny yellow","#fff917","sunny yellow"
"sunshine yellow","#fffd37","sunshine yellow"
"swamp green","#748500","swamp green"
"swamp","#698339","swamp"
"tan brown","#ab7e4c","tan brown"
"tan green","#a9be70","tan green"
"tan","#d1b26f","tan"
"tangerine","#ff9408","tangerine"
"taupe","#b9a281","taupe"
"tea green","#bdf8a3","tea green"
"tea","#65ab7c","tea"
"teal blue","#01889f","teal blue"
"teal green","#25a36f","teal green"
"teal","#029386","teal"
"tealish green","#0cdc73","tealish green"
"tealish","#24bca8","tealish"
"terra cotta","#c9643b","terra cotta"
"terracota","#cb6843","terracota"
"terracotta","#ca6641","terracotta"
"tiffany blue","#7bf2da","tiffany blue"
"tomato red","#ec2d01","tomato red"
"tomato","#ef4026","tomato"
"topaz","#13bbaf","topaz"
"toupe","#c7ac7d","toupe"
"toxic green","#61de2a","toxic green"
"tree green","#2a7e19","tree green"
"true blue","#010fcc","true blue"
"true green","#089404","true green"
"turquoise blue","#06b1c4","turquoise blue"
"turquoise green","#04f489","turquoise green"
"turquoise","#06c2ac","turquoise"
"turtle green","#75b84f","turtle green"
"twilight blue","#0a437a","twilight blue"
"twilight","#4e518b","twilight"
"ugly blue","#31668a","ugly blue"
"ugly brown","#7d7103","ugly brown"
"ugly green","#7a9703","ugly green"
"ugly pink","#cd7584","ugly pink"
"ugly purple","#a442a0","ugly purple"
"ugly yellow","#d0c101","ugly yellow"
"ultramarine blue","#1805db","ultramarine blue"
"ultramarine","#2000b1","ultramarine"
"umber","#b26400","umber"
"velvet","#750851","velvet"
"vermillion","#f4320c","vermillion"
"very dark blue","#000133","very dark blue"
"very dark brown","#1d0200","very dark brown"
"very dark green","#062e03","very dark green"
"very dark purple","#2a0134","very dark purple"
"very light blue","#d5ffff","very light blue"
"very light brown","#d3b683","very light brown"
"very light green","#d1ffbd","very light green"
"very light pink","#fff4f2","very light pink"
"very light purple","#f6cefc","very light purple"
"very pale blue","#d6fffe","very pale blue"
"very pale green","#cffdbc","very pale green"
"vibrant blue","#0339f8","vibrant blue"
"vibrant green","#0add08","vibrant green"
"vibrant purple","#ad03de","vibrant purple"
"violet blue","#510ac9","violet blue"
"violet pink","#fb5ffc","violet pink"
"violet red","#a50055","violet red"
"violet","#9a0eea","violet"
"viridian","#1e9167","viridian"
"vivid blue","#152eff","vivid blue"
"vivid green","#2fef10","vivid green"
"vivid purple","#9900fa","vivid purple"
"vomit green","#89a203","vomit green"
"vomit yellow","#c7c10c","vomit yellow"
"vomit","#a2a415","vomit"
"warm blue","#4b57db","warm blue"
"warm brown","#964e02","warm brown"
"warm grey","#978a84","warm grey"
"warm pink","#fb5581","warm pink"
"warm purple","#952e8f","warm purple"
"washed out green","#bcf5a6","washed out green"
"water blue","#0e87cc","water blue"
"watermelon","#fd4659","watermelon"
"weird green","#3ae57f","weird green"
"wheat","#fbdd7e","wheat"
"white","#ffffff","white"
"windows blue","#3778bf","windows blue"
"wine red","#7b0323","wine red"
"wine","#80013f","wine"
"wintergreen","#20f986","wintergreen"
"wisteria","#a87dc2","wisteria"
"yellow brown","#b79400","yellow brown"
"yellow green","#c0fb2d","yellow green"
"yellow ochre","#cb9d06","yellow ochre"
"yellow orange","#fcb001","yellow orange"
"yellow tan","#ffe36e","yellow tan"
"yellow","#ffff14","yellow"
"yellow/green","#c8fd3d","yellow/green"
"yellowgreen","#bbf90f","yellowgreen"
"yellowish brown","#9b7a01","yellowish brown"
"yellowish green","#b0dd16","yellowish green"
"yellowish orange","#ffab0f","yellowish orange"
"yellowish tan","#fcfc81","yellowish tan"
"yellowish","#faee66","yellowish"
"yellowy brown","#ae8b0c","yellowy brown"
"yellowy green","#bff128","yellowy green"
